6,100,0.0025,0.0004,450,0.4,0,0,0,9,3.3168e+05,11222,0
12,100,0.002,0.0001,150,0.4,0,0,0,1,3.2113e+05,8828,0
3,100,0.002,0.0001,225,0.7,0,0,0,7,1.676e+05,8390,0
7,100,0.0035,0.0005,225,0.7,0,0,0,16,1.7556e+05,14737,0
23,100,0.004,0.0002,300,0.3,0,0,0,4,5.3648e+05,17686,0
19,100,0.002,0.0001,375,0.3,0,0,0,0,4.9874e+05,9054,0
39,100,0.002,0.0005,225,0.4,0,0,0,0,3.2886e+05,9194,0
18,100,0.004,0.0004,150,0.4,0,0,0,6,3.48e+05,17551,0
34,100,0.0035,0.0001,450,0.6,0,0,0,10,1.9758e+05,14739,0
8,137.5,0.002,0.0002,450,0.6,0,0,0,19,3.5887e+05,11552,0
15,100,0.004,0.0004,450,0.6,0,0,0,12,1.9828e+05,16728,0
36,100,0.004,0.0002,150,0.6,0,0,0,9,1.9686e+05,16667,0
14,100,0.002,0.0005,375,0.7,0,0,0,5,1.6619e+05,8665,0
20,137.5,0.0025,0.0002,225,0.3,0,0,0,5,9.0248e+05,15244,0
30,137.5,0.0035,0.0005,375,0.3,0,0,0,10,9.442e+05,21256,0
2,212.5,0.0025,0.0002,225,0.3,0,0,0,22,2.0616e+06,23605,0
1,175,0.003,0.0003,300,0.5,0,0,0,26,7.8275e+05,22392,0
9,175,0.003,0.0003,300,0.5,0,0,0,26,7.8275e+05,22392,0
10,137.5,0.0025,0.0004,150,0.6,0,0,0,17,3.6884e+05,14373,0
32,137.5,0.0035,0.0001,225,0.4,0,0,0,17,6.2351e+05,20766,0
31,137.5,0.004,0.0001,450,0.4,0,0,0,11,6.3701e+05,23599,0
5,250,0.0025,0.0001,450,0.3,0,0,0,37,2.7515e+06,27380,0
21,137.5,0.004,0.0002,375,0.7,0,0,0,25,3.5458e+05,22333,0
40,212.5,0.002,0.0004,450,0.3,0,0,0,19,2.0902e+06,18914,0
42,212.5,0.0035,0.0005,150,0.3,0,0,0,41,2.1505e+06,32460,0
22,175,0.003,0.0003,300,0.5,0,0,0,26,7.8275e+05,22392,0
38,212.5,0.004,0.0001,375,0.3,0,0,0,48,2.1484e+06,36819,0
33,212.5,0.004,0.0005,450,0.4,0,0,0,57,1.5105e+06,36032,0
29,212.5,0.002,0.0002,375,0.4,0,0,0,32,1.4031e+06,18464,0
4,250,0.002,0.0001,150,0.6,0,0,0,71,1.3593e+06,20765,0
28,250,0.002,0.0004,150,0.3,0,0,0,28,2.7702e+06,21926,0
26,250,0.0035,0.0004,375,0.3,0,0,0,52,2.8384e+06,37664,0
11,250,0.0035,0.0002,450,0.6,0,0,0,111,1.4046e+06,35803,0
35,250,0.004,0.0002,150,0.4,0,0,0,81,2.0038e+06,41742,0
24,212.5,0.0035904,0.0005,375,0.7,0,0,0,96,9.873e+05,31127,0
17,212.5,0.004,0.0001,225,0.6,0,0,0,98,1.0366e+06,34869,0
41,212.5,0.002,0.0005,225,0.7,0,0,0,44,9.9746e+05,17790,0
16,212.5,0.0025,0.0001,375,0.7,0,0,0,76,9.6393e+05,22104,0
27,250,0.0025,0.0005,375,0.5,0,0,0,66,1.563e+06,26224,0
13,250,0.004,0.0004,225,0.6,0,0,0,125,1.4512e+06,40381,0
25,250,0.0035,0.0002,150,0.7,0,0,0,138,1.3632e+06,35496,0
37,250,0.002,0.0004,450,0.7,0,0,0,81,1.3332e+06,20707,0
